filename,function_name,smell,name_smell,message
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_anndata.py,test_register_new_fields_with_transferred_manager,2,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_anndata.py,test_data_format_c_contiguous,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_anndata.py,test_setup_anndata_view_error_df_protein_none,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_anndata.py,test_anntorchdataset_numpy,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_anndata.py,test_anntorchdataset_numpy_sparse,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_anndata.py,test_anntorchdataset_getitem_numpy_sparse,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_anndata.py,test_anntorchdataset_getitem_pro_exp,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_anndata.py,test_anntorchdataset_getitem_pro_exp,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_anndata.py,test_saving,2,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/dataset/test_mudata.py,test_setup_mudata_unpaired,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/models/test_scarches.py,test_scvi_online_update,11,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/models/test_scarches.py,test_scanvi_online_update,4,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/models/test_scarches.py,test_peakvi_online_update,6,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/models/test_models.py,test_scvi_get_feature_corr_backwards_compat,1,pytorch_call_method_misused,is recommended to use self.net()
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/models/test_models.py,test_destvi,1,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/models/test_models.py,test_destvi,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/models/test_models.py,old_forward,1,pytorch_call_method_misused,is recommended to use self.net()
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/tests/external/test_cellassign.py,get_test_adata_marker_mat,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/scvi/module/_vae.py,sample,1,pytorch_call_method_misused,is recommended to use self.net()
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/scvi/module/_vae.py,marginal_ll,1,pytorch_call_method_misused,is recommended to use self.net()
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/scvi/module/_totalvae.py,sample,1,pytorch_call_method_misused,is recommended to use self.net()
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/scvi/module/_totalvae.py,marginal_ll,1,pytorch_call_method_misused,is recommended to use self.net()
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/scvi/module/_vaec.py,sample,1,pytorch_call_method_misused,is recommended to use self.net()
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/scvi/model/_autozi.py,get_marginal_ll,1,pytorch_call_method_misused,is recommended to use self.net()
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/scvi/model/_multivi.py,get_accessibility_estimates,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/scvi/model/_multivi.py,get_accessibility_estimates,1,pytorch_call_method_misused,is recommended to use self.net()
/Users/broke31/Desktop/smell_ai/input/projects/scvi-tools/scvi/model/_multivi.py,get_normalized_expression,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
